"Participant","Stimulus","Trial_dur","Tracking_ratio","Trial","Blank_fix_count","Blank_fix_time","Blanks_fix_time_pct","Image_fix_count","Image_fix_time","Image_fix_time_pct","Text_fix_count","Text_fix_time","Text_fix_time_pct","Fix_count","Total_fix_dur","Saccade_count","Total_saccade_dur","Total_saccade_amp","Total_saccade_velocity","Blink_count","Condition","ws_Text","ws_Image","ws_dash","Text_Image","Text_ws","Text_dash","Image_Text","Image_ws","Image_dash","dash_Image","dash_Text","dash_ws","total_alt"
"E30","12 standard.jpg",61899.4,97.9,"Trial006",15,9586.7,15.5,29,10079.5,16.3,39,39062.4,63.1,83,58728.6,82,1985.9,62.1,2111,2,"standard",27,20,2,11,30,2,14,16,1,0,2,3,128
"E30","13 standard.jpg",88195.9,95.4,"Trial007",6,2336.9,2.6,43,16138.2,18.3,60,61849,70.1,109,80324,103,4712.7,187.8,2871.4,6,"standard",24,19,1,15,20,6,11,23,2,2,6,1,130
"E30","14-15 standard.jpg",46291.7,97.2,"Trial008",8,4022.9,8.7,23,8063.6,17.4,46,31183.1,67.4,77,43269.7,75,1786.2,63.9,1985.9,2,"standard",26,2,0,6,26,1,6,2,1,1,1,0,72
"E56","2-3 partially separated.jpg",94774.5,87.2,"Trial001",34,7488,7.9,11,4811.7,5.1,101,62428.3,65.9,150,75283.3,141,5582.3,635.2,13939.9,25,"partial",29,0,15,2,28,43,2,1,1,2,42,15,180
"E56","4 partially separated.jpg",61883.5,87.9,"Trial002",15,2219.9,3.6,13,5341.6,8.6,42,41223.5,66.6,71,48901.8,69,3505.4,583.3,9557,17,"partial",7,0,10,4,6,27,3,2,2,2,27,9,99
"E56","5 partially separated.jpg",42998.7,77.1,"Trial003",5,1585.9,3.7,4,1101.7,2.6,33,28259.4,65.7,42,30947,36,1319.7,151.7,4256,16,"partial",11,2,3,2,9,16,1,2,0,0,15,4,65
"E56","6-7 partially separated.jpg",63398.4,64.7,"Trial004",7,1431.8,2.3,4,831.7,1.3,54,33181.1,52.3,65,35444.6,62,4797.7,563.8,7006.4,20,"partial",10,1,3,0,9,37,1,1,1,1,36,4,104
"E56","8-9 standard.jpg",106970.5,69.272613010129,"Trial005",4,1435.6,1.34931486519911,25,8747.5,8.15694733798004,67,59752.3,55.8303075945715,96,69935.5,91,3168.5,404.7,7828.6,28,"standard",11,9,1,18,11,34,18,9,19,19,34,1,184
"E56","12 standard.jpg",38572,86.4608500985171,"Trial006",3,935,0,14,3803.8,9.81446721667639,32,24807.1,0,49,29545.9,45,2788.8,537.7,4036.9,10,"standard",6,3,4,9,8,12,11,2,4,4,13,3,79
"E56","13 standard.jpg",54073.9,84.8,"Trial007",0,0,0,34,8682.6,16.1,36,32084.4,59.3,71,40950.7,65,3522.3,348,4790.3,24,"standard",4,5,3,8,4,25,8,6,8,9,25,2,107
"E56","14-15 standard.jpg",34567.8,84.5,"Trial008",10,4567.7,13.2,11,2795.2,8.1,29,17697.5,51.2,58,26289.9,49,2674,360.3,2710.6,13,"standard",25,3,7,4,25,19,5,3,2,2,19,7,121
"F16","2-3 partially separated.jpg",18250.4,93.5,"Trial001",5,2320.4,12.7,4,1101.6,6,25,12453.4,68.2,35,16142.5,32,784.6,44.6,1203.7,3,"partial",7,0,0,1,6,0,1,0,1,0,0,1,17
"F16","4 partially separated.jpg",15738,97.9,"Trial002",3,784.7,5,6,1836.4,11.7,25,11969.3,76.1,34,14590.3,34,767.9,61.5,1834,2,"partial",2,0,0,1,1,1,0,0,0,0,1,0,6
"F16","5 partially separated.jpg",9826.3,97.4,"Trial003",5,2069.9,21.1,4,934.8,9.5,16,5859.2,59.6,25,8864,25,651,33.8,1338,2,"partial",4,0,1,1,2,0,0,2,0,0,0,1,11
"F16","6-7 partially separated.jpg",20549.9,97.4,"Trial004",3,1101.9,5.4,5,1435.6,7,28,16409.5,79.9,36,18946.9,35,1018.3,146.3,2548.2,3,"partial",7,1,0,1,6,0,0,1,1,1,0,0,18
"F16","8-9 standard.jpg",22294.8,91.1,"Trial005",4,584.3,2.6,34,6042.9,27.1,21,7812.3,35,59,14439.5,53,4807.7,612.9,3278.5,6,"standard",9,12,1,10,10,1,12,11,4,4,1,1,76
"F16","12 standard.jpg",14237.9,93.2,"Trial006",12,3155,22.2,20,5425.2,38.1,12,3138.5,22,44,11718.8,42,1318.7,81.2,1710.5,3,"standard",8,17,0,12,11,0,15,14,0,0,0,0,77
"F16","13 standard.jpg",16238.4,93.4,"Trial007",2,334,2.1,45,10516.7,64.8,6,1419,8.7,53,12269.6,51,2971.3,242.4,2911.2,3,"standard",4,10,0,4,6,0,5,8,3,3,0,0,43
"F16","14-15 standard.jpg",19406.8,94.3,"Trial008",18,5608.9,28.9,9,1903,9.8,25,7328.4,37.8,55,15808.5,52,2019.8,131.2,2465.1,4,"standard",10,0,3,4,9,2,2,2,4,4,2,3,45
"F71","2-3 partially separated.jpg",39155,92,"Trial001",3,954.7,2.4,3,1252.1,3.2,29,32434.8,82.8,35,34641.6,32,584.6,30.8,1457.9,2,"partial",6,2,5,1,6,3,2,2,1,1,3,5,37
"F71","4 partially separated.jpg",29576.5,95.1,"Trial002",8,2971.2,10,7,2219.1,7.5,21,22268.9,75.3,36,27459.1,34,752.6,35.3,1144.7,2,"partial",8,1,1,2,7,3,1,1,1,1,3,1,30
"F71","5 partially separated.jpg",36388.5,95.8,"Trial003",6,4673.9,12.8,4,1118.9,3.1,23,28262.8,77.7,33,34055.5,31,684.5,37,1312.2,3,"partial",6,0,5,2,5,5,2,1,0,0,5,5,36
"F71","6-7 partially separated.jpg",67476.8,93,"Trial004",15,9350.9,13.9,15,5158.3,7.6,48,46388.2,68.7,78,60897.3,76,1803.5,141,4265.3,5,"partial",40,3,3,3,39,8,2,4,0,0,8,3,113
"F71","8-9 standard.jpg",64876.6,97.2,"Trial005",1,200.4,0.3,13,14707,22.7,41,47075.2,72.6,55,61982.6,51,984.9,50.9,1728.7,4,"standard",36,26,0,17,35,11,16,27,0,0,11,0,179
"F71","12 standard.jpg",32971.4,97.3,"Trial006",1,233.8,0.7,15,5558.4,16.9,29,25557.7,77.5,45,31349.9,42,767.9,23.3,1174.5,2,"standard",10,5,0,8,7,1,5,8,1,1,1,0,47
"F71","13 standard.jpg",31026.4,94.6,"Trial007",1,133.6,0.4,11,6076.5,19.6,24,22218.5,71.6,36,28428.5,33,600.9,18.5,965.4,2,"standard",7,2,0,1,8,0,3,1,3,3,0,0,28
"F71","14-15 standard.jpg",32872.3,96.3,"Trial008",6,7411.5,22.5,15,4755.6,14.5,25,18696.7,56.9,46,30863.9,43,870.8,55.1,2290.2,3,"standard",14,3,3,2,13,5,2,4,1,2,4,3,56
"K20","2-3 partially separated.jpg",29792.6,91.8,"Trial001",1,467.5,1.6,7,1802.9,6.1,35,24251.9,81.4,43,26522.3,38,935.8,40.8,1107.8,5,"partial",3,0,2,2,3,12,2,0,0,0,12,2,38
"K20","4 partially separated.jpg",25013.2,95.1,"Trial002",2,1735.9,6.9,2,717.7,2.9,22,20667.3,82.6,26,23120.8,25,617.7,41.3,978,2,"partial",4,0,0,2,3,3,1,0,0,0,3,0,16
"K20","5 partially separated.jpg",20418,91.7,"Trial003",0,0,0,4,1452.5,7.1,16,16523.7,80.9,20,17976.2,18,584.3,32.9,678.4,3,"partial",2,0,0,3,1,3,1,1,1,1,3,0,16
"K20","6-7 partially separated.jpg",36904.3,95.2,"Trial004",2,434,1.2,5,1435.8,3.9,37,32418.4,87.8,44,34288.2,42,1035.4,59.2,1554.4,3,"partial",2,1,0,3,1,12,3,1,0,0,12,0,35
"K20","8-9 standard.jpg",48716.5,89.337416481069,"Trial005",5,2120.5,0,33,9788.6,20.0842634825987,62,27661.1,56.7898253499029,100,39570.2,96,3055.1,194.2,4241,12,"standard",31,18,0,22,25,7,17,24,8,8,7,0,167
"K20","12 standard.jpg",20621.7,89.0195139101044,"Trial006",4,1252,0,10,2265.4,10.9821293074861,30,13662.8,66.2910979405046,44,17180.2,42,987.3,38.2,1373,4,"standard",14,3,0,8,14,2,8,3,0,0,2,0,54
"K20","13 standard.jpg",22067.5,92.6,"Trial007",2,1084.9,4.9,14,3868.6,17.5,38,13972,63.3,54,18925.5,52,1669.8,77.4,2030.5,3,"standard",7,3,1,6,6,9,5,4,2,2,9,1,55
"K20","14-15 standard.jpg",21315,88.7,"Trial008",9,2408.6,11.3,2,499.2,2.3,36,14099,66.1,47,17006.8,44,1201.6,66.9,1758.2,5,"standard",19,0,2,2,20,9,3,0,0,0,10,1,66
"K21","2-3 partially separated.jpg",102386,67.8,"Trial001",8,2387.4,2.3,11,2499.8,2.4,60,62137.2,60.7,79,67024.4,55,1472.3,158.7,4252.6,33,"partial",22,0,2,2,21,28,1,2,3,3,28,2,114
"K21","4 partially separated.jpg",35804.6,90.7,"Trial002",3,383.9,1.1,1,584.1,1.6,25,30630.8,85.5,29,31598.9,28,669,79.2,1541.1,3,"partial",3,0,0,1,2,14,1,0,0,0,14,0,35
"K21","5 partially separated.jpg",24781.9,86.3,"Trial003",0,0,0,3,1586,6.4,13,19382.1,78.2,16,20968.1,13,250.4,8.4,336.1,3,"partial",1,0,0,1,1,7,0,0,1,1,7,0,19
"K21","6-7 partially separated.jpg",69076.5,89.7,"Trial004",2,217.1,0.3,19,7729.3,11.2,40,53602.6,77.6,61,61549,51,1037.6,73.3,2512.9,13,"partial",12,4,1,2,10,40,1,5,15,15,39,2,146
"K21","8-9 standard.jpg",82877.6,88.6,"Trial005",4,1385.4,1.7,30,19245.7,23.2,34,51167.7,61.7,68,71798.7,65,1569.2,180.1,4903.6,13,"standard",34,42,0,16,42,11,24,34,16,16,11,0,246
"K21","12 standard.jpg",45528.5,86.6,"Trial006",3,2490.6,5.5,8,2484.7,5.5,24,34101.4,74.9,35,39076.7,29,570.5,17.7,783.4,4,"standard",25,8,5,11,24,10,10,9,1,1,10,5,119
"K21","13 standard.jpg",46163.5,91.5,"Trial007",1,116.9,0.3,12,5709.4,12.4,28,35840,77.6,41,41666.2,36,667.8,21,956.6,5,"standard",12,7,1,4,10,9,3,9,0,0,9,1,65
"K21","14-15 standard.jpg",51227.9,80.9,"Trial008",11,3188.3,6.2,10,3439.6,6.7,44,32536,63.5,65,39163.9,59,2587.4,118.7,1808.5,7,"standard",13,1,8,2,14,12,3,0,3,3,12,8,79
"K29","2-3 partially separated.jpg",31878.8,84,"Trial001",2,1068.2,3.4,6,1670.8,5.2,43,22912.3,71.9,52,25784.9,50,1109.2,49.5,1754.6,2,"partial",7,0,0,0,7,10,2,0,1,2,9,0,38
"K29","4 partially separated.jpg",25961.7,81.3,"Trial002",1,183.6,0.7,6,834.8,3.2,41,17611.4,67.8,48,18629.8,49,2606.4,398.1,2692.1,5,"partial",1,0,0,2,0,4,1,0,0,0,4,0,12
"K29","5 partially separated.jpg",12424.4,81,"Trial003",15,3371.8,27.1,6,1368.8,11,14,4298.6,34.6,35,9039.1,33,1104.7,86.2,1298.9,3,"partial",3,0,5,1,3,8,1,0,0,0,8,5,34
"K29","6-7 partially separated.jpg",30008.9,88.7,"Trial004",25,7147.9,23.8,4,801.5,2.7,44,16823.1,56.1,73,24772.4,66,1887.8,105.3,2613.1,4,"partial",23,1,26,0,24,7,2,0,2,2,7,26,120
"K29","8-9 standard.jpg",31853.1,92,"Trial005",2,200.3,0.6,36,8980.8,28.2,55,15908.9,49.9,93,25090,91,4141.5,212.9,3787.8,4,"standard",14,7,0,30,12,2,28,9,3,3,2,0,110
"K29","12 standard.jpg",24080.2,92,"Trial006",10,2022.7,8.4,20,5146.3,21.4,36,12009.1,49.9,69,19829.3,67,2457.3,233.5,4026.5,4,"standard",9,11,0,10,11,8,12,9,5,5,7,1,88
"K29","13 standard.jpg",19569,90.4,"Trial007",1,283.9,1.5,30,7245.2,37,21,5725.8,29.3,52,13254.9,52,3656.7,322,2618.5,5,"standard",4,4,1,4,1,2,2,8,4,5,2,0,37
"K29","14-15 standard.jpg",28768.1,87.9,"Trial008",13,3722.2,12.9,11,2721,9.5,55,14022.5,48.7,81,20716.1,79,4089.8,288.7,2968.7,4,"standard",26,7,4,2,26,4,3,5,2,1,3,6,89
"K42","2-3 partially separated.jpg",126484.4,89.5,"Trial001",11,5223.6,4.1,6,1652.4,1.3,97,101729,80.4,116,108988.9,107,2871.8,603.4,17222.5,38,"partial",49,0,12,2,49,46,2,1,0,1,46,11,219
"K42","4 partially separated.jpg",54488.7,91.1,"Trial002",3,2085.5,3.8,9,3722.5,6.8,41,42195.5,77.4,53,48003.5,50,1538.9,247.4,6115.3,14,"partial",10,1,1,3,9,19,2,1,0,0,19,1,66
"K42","5 partially separated.jpg",36888.2,91.7,"Trial003",7,2220.2,6,9,2487.4,6.7,28,28262.2,76.6,44,32969.8,38,968.2,142,3643.9,8,"partial",24,3,7,3,23,20,2,3,0,0,20,7,112
"K42","6-7 partially separated.jpg",60183.8,93.9,"Trial004",5,3705.6,6.2,11,4204.1,7,50,46305.4,76.9,67,54582.3,65,1922.4,206.6,6384.2,12,"partial",19,3,2,2,19,15,3,1,4,3,15,3,89
"K42","8-9 standard.jpg",66941.9,91.3,"Trial005",18,12319.2,18.4,38,24323.8,36.3,22,21063.5,31.5,79,57973.5,75,2053.8,223.9,5002,9,"standard",17,23,8,18,21,7,20,21,14,14,9,6,178
"K42","12 standard.jpg",57684.9,83.1,"Trial006",33,13486.6,23.4,25,11805.1,20.5,28,20163.3,35,89,45973.1,83,2488.1,336.9,4912.9,15,"standard",13,29,16,16,15,9,17,29,10,11,11,13,189
"K42","13 standard.jpg",57421.7,94.9,"Trial007",15,6710.6,11.7,20,5943,10.3,48,40213.3,70,83,52866.8,78,1953.9,154.5,5248.1,11,"standard",16,6,2,7,13,25,5,7,5,5,24,3,118
"K42","14-15 standard.jpg",64061.5,86.7,"Trial008",27,15451.8,24.1,16,4914.3,7.7,51,33516.4,52.3,95,53999.3,75,1622.1,129.2,5035.9,28,"standard",42,6,15,3,41,16,2,7,3,3,16,15,169
"K44","2-3 partially separated.jpg",60704.3,79.7,"Trial001",40,7626.5,12.6,3,567.6,0.9,64,29173.4,48.1,110,37734.7,104,7083,1099.4,8088.6,18,"partial",23,0,23,0,21,29,1,0,0,0,27,25,149
"K44","4 partially separated.jpg",33106.6,81.3,"Trial002",17,2737.6,8.3,9,1614.1,4.9,38,14979,45.2,64,19330.6,63,4075.9,724.6,4320.4,12,"partial",14,1,3,3,13,15,2,2,3,4,14,3,77
"K44","5 partially separated.jpg",26463.5,82.9,"Trial003",12,1218.5,4.6,5,1161.4,4.4,22,14244,53.8,39,16623.9,38,2622.5,492.6,3155.3,12,"partial",8,1,1,2,8,5,2,0,1,1,4,2,35
"K44","6-7 partially separated.jpg",64713.6,66.3,"Trial004",6,784.8,1.2,17,4317.8,6.7,55,31476.8,48.6,79,36662.8,76,3970.2,404.2,4276,22,"partial",11,1,3,7,10,21,6,2,6,6,21,3,97
"K44","8-9 standard.jpg",62761.6,76.4,"Trial005",9,1893.5,3,44,9024.7,14.4,46,27876.4,44.4,99,38794.6,99,6657.6,841.2,8021.8,14,"standard",11,14,2,23,11,15,23,14,13,13,15,2,156
"K44","12 standard.jpg",44562.7,75,"Trial006",4,2161.9,4.9,30,7748.8,17.4,33,17277.5,38.8,67,27188.2,64,4128.3,585.9,4286.2,12,"standard",10,4,2,19,9,14,18,5,9,9,14,2,115
"K44","13 standard.jpg",32341.6,84.9,"Trial007",2,400.6,1.2,26,5159,16,35,17711.7,54.8,63,23271.3,63,3789.2,388.6,2955.8,5,"standard",5,4,1,11,3,6,8,5,8,7,7,1,66
"K44","14-15 standard.jpg",46329.1,83,"Trial008",24,4085.3,8.8,21,4976.6,10.7,45,20508.6,44.3,98,30973.9,94,5222.2,484.2,5390.9,12,"standard",8,4,18,9,11,16,9,4,10,10,19,15,133
"K48","2-3 partially separated.jpg",44016.9,94.4,"Trial001",14,8312.9,18.9,13,8191.4,18.6,30,23604.4,53.6,57,40108.7,54,1502.4,124.5,3101.4,5,"partial",25,10,8,0,26,10,1,11,2,3,10,7,113
"K48","4 partially separated.jpg",23415.1,92.2,"Trial002",8,5158.7,22,2,634.2,2.7,17,14757.1,63,27,20550,25,618.7,40.5,1303.9,4,"partial",25,0,0,2,23,3,1,1,0,0,3,0,58
"K48","5 partially separated.jpg",18619.9,94,"Trial003",7,2560.9,13.8,1,116.8,0.6,15,14048.6,75.4,23,16726.3,22,718.7,38.1,791.7,2,"partial",7,0,1,2,6,0,0,2,0,0,0,1,19
"K48","6-7 partially separated.jpg",46460.8,96.6,"Trial004",18,13120.9,28.2,5,1886.1,4.1,31,28478.7,61.3,54,43485.7,56,1535.8,161.7,3803.9,2,"partial",14,6,2,2,13,2,1,7,2,1,3,2,55
"K48","8-9 standard.jpg",42795,77.6,"Trial005",28,7995.7,18.7,34,8196.5,19.2,18,13656.7,31.9,82,30049.2,72,2103.4,149.6,3849.7,11,"standard",7,21,7,10,9,1,12,17,15,14,1,8,122
"K48","12 standard.jpg",32790.2,78.6,"Trial006",16,4671.4,14.2,36,14975.5,45.7,13,3740.7,11.4,65,23387.6,60,1887.7,107.4,2686,6,"standard",12,23,0,4,12,0,4,23,5,5,0,0,88
"K48","13 standard.jpg",38686.4,88.8,"Trial007",33,16037.9,41.5,2,352.2,0.9,25,16660.3,43.1,60,33050.4,58,1270.7,37,1569.6,5,"standard",12,5,3,0,13,6,1,5,0,0,7,2,54
"K48","14-15 standard.jpg",20469.7,93.2,"Trial008",20,14657.8,71.6,3,534.2,2.6,7,3154.9,15.4,30,18346.9,28,768.9,32.8,928.4,2,"standard",7,2,8,0,7,0,0,3,0,0,0,8,35
"K50","2-3 partially separated.jpg",26748.7,82.2,"Trial001",2,350.6,1.3,12,3688.7,13.8,28,16694.1,62.4,42,20733.4,40,1052.3,68.7,1909.3,2,"partial",0,2,0,2,1,2,4,0,0,0,2,0,13
"K50","4 partially separated.jpg",17720.6,93.8,"Trial002",1,166.9,0.9,7,2170.1,12.2,27,13488.2,76.1,35,15825.1,35,1088.6,108.1,1507.2,1,"partial",1,0,0,2,0,3,1,0,0,0,3,0,10
"K50","5 partially separated.jpg",13389.4,79.5,"Trial003",0,0,0,2,701.1,5.2,14,9316.2,69.6,16,10017.4,14,283.8,10,354.7,2,"partial",0,0,0,1,0,1,0,0,0,0,1,0,3
"K50","6-7 partially separated.jpg",20784,94.4,"Trial004",1,199.1,1,3,1402.3,6.7,34,17111.4,82.3,38,18712.8,38,935.9,107.6,2409.1,2,"partial",3,0,0,2,1,1,1,1,0,0,1,0,10
"K50","8-9 standard.jpg",15150.2,94.5,"Trial005",0,0,0,5,1736.4,11.5,22,11802.4,77.9,27,13538.7,26,567.6,18.3,694,1,"standard",2,1,0,2,3,0,3,1,0,0,0,0,12
"K50","12 standard.jpg",9908.4,90.7,"Trial006",5,1068.2,10.8,9,1836.4,18.5,14,5275.1,53.2,28,8179.8,27,767.9,30.2,886.1,1,"standard",8,9,0,9,9,1,10,8,0,0,1,0,55
"K50","13 standard.jpg",11109.2,92.1,"Trial007",2,751.1,6.8,10,2170,19.5,18,6293.9,56.7,30,9215,29,717.8,28.3,914.4,1,"standard",9,3,0,7,6,0,3,6,0,0,0,0,34
"K50","14-15 standard.jpg",15726,94.5,"Trial008",1,718,4.6,8,2303.6,14.6,28,10917.9,69.4,37,13939.5,35,934.9,44.7,1276.8,1,"standard",7,0,0,5,5,1,4,2,1,1,1,0,27
"S126","2-3 partially separated.jpg",22821.2,95.7,"Trial001",1,116.9,0.5,2,667.6,2.9,34,20248.9,88.7,37,21033.4,36,784.6,29.3,1135.3,2,"partial",1,0,0,0,2,3,1,0,0,0,3,0,10
"S126","4 partially separated.jpg",19050.7,95.4,"Trial002",5,1485.7,7.8,0,0,0,27,15992.1,83.9,32,17477.8,31,701.1,18,626.6,1,"partial",7,0,0,0,7,2,0,0,0,0,2,0,18
"S126","5 partially separated.jpg",17736.6,96.3,"Trial003",2,434,2.4,2,567.7,3.2,22,15541.9,87.6,26,16543.6,25,567.6,35.3,1069,2,"partial",3,0,0,1,1,5,0,1,0,0,5,0,16
"S126","6-7 partially separated.jpg",27578,86.9,"Trial004",12,4506.9,16.3,2,667.7,2.4,50,16764,60.8,64,21938.6,57,1802.1,162.7,2831.6,6,"partial",26,0,3,0,27,18,1,0,1,2,19,1,98
"S126","8-9 standard.jpg",28489.8,58.1,"Trial005",14,3278.7,11.5,21,4841.5,17,22,6042.9,21.2,58,14563.7,30,1386.2,160.7,4971.4,22,"standard",10,12,13,2,11,26,4,12,30,31,25,12,188
"S126","12 standard.jpg",20915.7,87.3,"Trial006",10,3188.7,15.2,24,6276.7,30,18,5575.8,26.7,53,15208.1,49,2921.3,164.8,1969.9,6,"standard",15,3,4,10,12,5,7,5,1,0,6,5,73
"S126","13 standard.jpg",22966.4,86.9,"Trial007",2,283.8,1.2,51,15090.4,65.7,10,1953,8.5,63,17327.2,53,2337,211.8,3751.2,9,"standard",5,16,0,3,6,4,4,15,20,20,4,0,97
"S126","14-15 standard.jpg",24534.3,32.8,"Trial008",16,2949,12,1,267.2,1.1,3,761.5,3.1,22,4194.7,18,2150.1,137.4,884.9,6,"standard",3,1,5,0,3,1,0,1,0,0,1,5,20
"S127","2-3 partially separated.jpg",34376.9,95.2,"Trial001",9,6703.1,19.5,2,551,1.6,24,24996.2,72.7,35,32250.3,34,702.1,23.3,830.3,1,"partial",15,0,6,0,15,9,0,1,0,0,10,5,61
"S127","4 partially separated.jpg",17786.6,94.6,"Trial002",10,5040.9,28.3,3,1018.6,5.7,17,9999.3,56.2,30,16058.9,27,502.2,15.6,605,1,"partial",18,1,1,1,17,2,0,1,0,0,2,1,44
"S127","5 partially separated.jpg",18604.2,90.2,"Trial003",19,13404.6,72.1,8,1999.8,10.7,1,83.5,0.4,29,15788.3,27,651.1,38.5,1211.2,4,"partial",17,1,3,1,16,0,0,2,0,0,0,3,43
"S127","6-7 partially separated.jpg",41830.4,96.9,"Trial004",24,11894.6,28.4,6,1560.2,3.7,31,25173.2,60.2,63,39128.7,62,1472.9,79.2,2167.4,2,"partial",16,2,6,1,17,5,0,3,1,1,7,4,63
"S127","8-9 standard.jpg",34885.1,97.4,"Trial005",6,2988.4,8.6,20,7094.5,20.3,32,21984.9,63,60,32718.9,59,1318.8,66.8,2257.5,1,"standard",27,20,2,10,27,0,8,21,3,3,2,0,123
"S127","12 standard.jpg",18917.9,95.4,"Trial006",11,2987.8,15.8,13,4774.1,25.2,14,9164.4,48.4,39,17243.6,37,752.2,27.5,1178,1,"standard",10,3,3,2,10,1,2,3,0,0,1,3,38
"S127","13 standard.jpg",24565,93,"Trial007",1,187.3,0.8,43,19636.2,79.9,6,1821.2,7.4,50,21644.7,47,1002.6,48.1,1747.9,5,"standard",2,3,0,2,3,0,4,2,0,0,0,0,16
"S127","14-15 standard.jpg",25204.8,78.3,"Trial008",9,3639,14.4,8,2170.2,8.6,1,133.5,0.5,44,20283.6,39,1068.4,65.1,2417.2,1,"standard",0,3,16,0,0,0,1,2,1,1,0,17,41
"S137","2-3 partially separated.jpg",28397.9,92.2,"Trial001",13,3973.5,14,21,3372.9,11.9,35,16405.2,57.8,69,23751.6,67,2039.5,191.8,3581.1,7,"partial",15,3,1,4,13,9,2,5,1,1,9,1,64
"S137","4 partially separated.jpg",15787.9,79.3,"Trial002",26,5225.6,33.1,3,333.8,2.1,10,2400.1,15.2,39,7959.5,40,3308.8,403.2,3012,6,"partial",4,1,6,0,3,3,0,2,0,0,3,6,28
"S137","5 partially separated.jpg",9910.2,87.6,"Trial003",15,3155,31.8,3,884.7,8.9,10,3505.9,35.4,28,7545.6,27,851.9,138.8,3228.5,4,"partial",15,2,1,0,16,2,0,2,0,0,3,1,42
"S137","6-7 partially separated.jpg",17952.6,94.6,"Trial004",8,2170.2,12.1,4,1001.8,5.6,32,12436.3,69.3,44,15608.3,44,1385.6,124.9,2010.5,2,"partial",24,0,1,2,23,5,2,0,0,0,5,1,63
"S137","8-9 standard.jpg",20828.6,62.2,"Trial005",2,183.6,0.9,15,2429.8,11.7,3,283.7,1.4,23,3314.5,23,6166.9,685.1,2030.5,12,"standard",1,2,0,5,1,0,5,2,4,3,0,0,23
