"Participant","Stimulus","Trial_dur","Tracking_ratio","Trial","Blank_fix_count","Blank_fix_time","Blanks_fix_time_pct","Image_fix_count","Image_fix_time","Image_fix_time_pct","Text_fix_count","Text_fix_time","Text_fix_time_pct","Fix_count","Total_fix_dur","Saccade_count","Total_saccade_dur","Total_saccade_amp","Total_saccade_velocity","Blink_count","Condition","ws_Text","ws_Image","ws_dash","Text_Image","Text_ws","Text_dash","Image_Text","Image_ws","Image_dash","dash_Image","dash_Text","dash_ws","total_alt"
"K10","page5_standard.jpg",36120.9,58.9,"Trial005",12,3084.4,8.5,27,4590.4,12.7,6,2223.5,6.2,53,11467.5,46,4624.2,894.8,5611.3,21,"standard",7,4,16,2,6,3,3,4,12,14,1,16,88
"K10","page6_standard.jpg",20358.6,42.7,"Trial006",8,1519.1,7.5,1,83.5,0.4,6,1202.1,5.9,25,4991.3,19,1285.4,223.8,2172.6,17,"standard",6,1,11,0,7,4,0,0,1,0,5,11,46
"K12","page1_clean.png",45887.5,55.8,"Trial001",22,3221.4,7,23,4125.9,9,11,1419,3.1,90,15026.5,79,6382.8,1174.4,10011.8,42,"clean",9,4,30,3,5,8,2,4,6,6,5,33,115
"K12","page2_clean.png",33357.4,89.1,"Trial002",28,5625.3,16.9,26,4893.6,14.7,49,10384,31.1,112,22121.4,110,6811.5,684.7,6934.1,7,"clean",44,0,18,4,42,3,2,2,10,9,3,18,155
"K12","page3_clean.jpg",34351.3,79.5,"Trial003",37,7700.3,22.4,30,4462,13,23,3772.3,11,91,16034.8,85,6598.8,741.6,7725.8,18,"clean",27,22,12,0,28,6,3,20,5,5,4,14,146
"K12","page4_standard.jpg",27443.9,86.8,"Trial004",2,517.3,1.9,83,16276.6,59.3,0,0,0,88,17544.9,84,5225.4,494,5837.5,6,"standard",1,14,1,3,2,0,4,12,21,21,0,1,80
"K12","page5_standard.jpg",41482.9,92.7,"Trial005",54,9798.6,23.6,28,5308.8,12.8,70,14328.8,34.5,152,29436.3,148,8299.2,604,7425,7,"standard",27,33,10,16,27,4,15,34,3,2,5,10,186
"K12","page6_standard.jpg",23488.3,71.5,"Trial006",4,634.4,2.7,30,5676.2,24.2,26,4724.2,20.1,61,11201.6,57,2704.5,259,4611.2,20,"standard",12,9,0,11,11,3,9,10,5,4,4,0,78
"K13","page1_clean.png",72910.2,93.6,"Trial001",3,584.3,0.8,12,2954.7,4.1,64,63117,86.6,80,66822.8,60,1469,89.8,2717.8,19,"clean",5,1,2,5,4,16,4,1,0,0,16,2,56
"K13","page2_clean.png",32242.3,92.8,"Trial002",0,0,0,2,550.9,1.7,49,28123.8,87.2,51,28674.7,49,1186.3,84,2938.2,7,"clean",1,0,0,1,1,4,2,0,0,0,4,0,13
"K13","page3_clean.jpg",40313.2,94.6,"Trial003",2,317.2,0.8,16,4089.4,10.1,48,31201.1,77.4,67,36158.4,66,2020.2,180.5,4747.8,8,"clean",9,1,0,6,6,4,3,5,2,2,4,0,42
"K13","page4_standard.jpg",35086.8,92.5,"Trial004",0,0,0,11,2704.5,7.7,39,18062.1,51.5,62,30448.5,58,1919.7,114.3,3777.8,10,"standard",15,4,0,15,11,10,11,8,2,2,10,0,88
"K13","page5_standard.jpg",46695.8,92.9,"Trial005",3,517.4,1.1,21,4905.8,10.5,63,35709.1,76.5,87,41132.3,78,2153.3,134.7,3591.4,12,"standard",24,10,0,10,25,11,11,8,1,0,11,1,112
"K13","page6_standard.jpg",41150.6,93.5,"Trial006",1,100.2,0.2,17,4640.7,11.3,57,31900.5,77.5,76,36891.8,72,1903.7,112.4,3340.3,5,"standard",4,1,2,5,3,23,4,2,2,2,23,2,73
"K15","page1_clean.png",23837,90.5,"Trial001",22,6527.1,27.4,5,918.1,3.9,40,12202.8,51.2,68,19848.4,67,1469,92.1,3051.7,6,"clean",14,0,1,0,13,4,0,2,1,3,3,0,41
"K15","page2_clean.png",27030,96.1,"Trial002",32,9240.3,34.2,4,667.7,2.5,50,12375.8,45.8,86,22283.7,84,3624.6,152.8,2641.1,2,"clean",30,1,1,1,30,3,1,1,0,0,3,1,72
"K15","page3_clean.jpg",23128,93.9,"Trial003",23,5969.1,25.8,5,1503.7,6.5,19,7066,30.6,64,19614.2,64,2071.2,98.2,2232.4,2,"clean",13,2,11,2,13,1,2,2,0,0,1,11,58
"K15","page4_standard.jpg",18400.8,93.8,"Trial004",13,3473.4,18.9,31,6968.6,37.9,13,2520.8,13.7,60,14389.9,59,2805.3,123,2195,2,"standard",5,16,6,10,5,0,9,18,5,7,0,4,85
"K15","page5_standard.jpg",36137.6,93.7,"Trial005",14,2704.2,7.5,47,10149.9,28.1,48,12419.2,34.4,123,27794.4,120,6643.5,463.2,6224.1,2,"standard",8,12,8,10,11,3,13,8,7,7,3,8,98
"K15","page6_standard.jpg",16388,94.3,"Trial006",12,2423.1,14.8,13,2420.3,14.8,29,7176,43.8,54,12019.4,53,2972,183.1,2594.2,3,"standard",12,3,3,10,13,1,11,1,0,0,1,3,58
"K15a","page1_clean.png",61889.6,87.3,"Trial001",8,2804.6,4.5,9,2771.6,4.5,51,44539.7,72,74,52503.2,68,1820.4,103.3,2745.7,6,"clean",13,0,6,3,12,25,3,1,1,1,24,6,95
"K15a","page2_clean.png",37319.4,90.7,"Trial002",1,133.6,0.4,10,2654,7.1,47,29365.8,78.7,59,32270.2,56,1418.9,93,2668.3,3,"clean",7,0,2,4,6,3,2,0,4,2,4,3,37
"K15a","page3_clean.jpg",37949.2,93.8,"Trial003",15,3939.4,10.4,13,3839.5,10.1,43,25239.2,66.5,73,33385.4,68,1953.8,170,3140.2,4,"clean",19,0,6,5,16,6,3,3,3,3,6,6,76
"K15a","page4_standard.jpg",95088.1,48.9,"Trial004",2,1067,1.1,55,23137.5,24.3,21,12678.5,13.3,91,43941.8,85,2557,330.6,5765.6,11,"standard",8,18,0,13,10,2,15,16,16,16,2,0,116
"K15a","page5_standard.jpg",53872.5,85.9,"Trial005",4,1518.8,2.8,18,10266.7,19.1,56,32483.8,60.3,78,44269.3,76,1920.7,122.4,3231.7,5,"standard",18,10,0,9,15,5,7,13,3,3,5,0,88
"K15a","page6_standard.jpg",34838,88.6,"Trial006",5,2570.3,7.4,7,2103.1,6,33,25023.1,71.8,45,29696.5,44,951.5,58.9,1816.7,2,"standard",5,1,0,3,6,5,4,0,1,1,5,0,31
"K22","page1_clean.png",30698.6,80.1,"Trial001",3,1001.4,3.3,17,5472.9,17.8,29,16342.9,53.2,52,23902.5,43,1221.2,115.4,2331.2,9,"clean",10,1,3,3,8,5,2,3,3,4,4,2,48
"K22","page2_clean.png",22833.1,93.4,"Trial002",0,0,0,1,100.2,0.4,38,20412.9,89.4,39,20513.1,36,735.8,31.8,1430.5,3,"clean",0,0,0,1,0,2,1,0,0,0,2,0,6
"K22","page3_clean.jpg",41179.9,85.8,"Trial003",6,2937.9,7.1,12,3939.8,9.6,43,26858,65.2,62,33820.8,64,1524.3,204.1,7280.3,9,"clean",17,0,1,3,15,3,2,1,1,1,2,2,48
"K22","page4_standard.jpg",72906.4,71.1,"Trial004",1,569.1,0.8,31,8601.6,11.8,29,20683.5,28.4,93,49572.9,79,2026.8,185.5,5629.5,21,"standard",12,9,1,19,14,17,21,8,6,7,17,0,131
"K22","page5_standard.jpg",27811.5,91,"Trial005",7,1585.8,5.7,15,4508.1,16.2,41,17194.5,61.8,63,23288.5,55,1853,117.6,2598.9,8,"standard",7,8,3,4,6,7,3,8,3,3,7,3,62
"K22","page6_standard.jpg",35877.3,74.7,"Trial006",6,1236.4,3.4,10,2487.1,6.9,51,20260.8,56.5,70,25329.2,63,1488.2,80.6,2631.9,11,"standard",9,2,3,2,11,10,5,1,3,4,10,2,62
"K32","page1_clean.png",80590.4,63.8,"Trial001",23,8192.1,10.2,22,4509.8,5.6,68,22939.5,28.5,130,39839.5,114,9194.7,913.1,6074.3,43,"clean",44,3,24,4,43,20,3,3,4,4,20,24,196
"K32","page2_clean.png",40552.4,75.8,"Trial002",6,1070.3,2.6,23,6595,16.3,54,19674.5,48.5,83,27339.7,77,2238.6,138.3,3556,8,"clean",9,4,2,5,9,2,4,5,1,1,3,1,46
"K32","page3_clean.jpg",41794.8,72.2,"Trial003",12,2320.4,5.6,22,4359.8,10.4,70,16015.9,38.3,104,22696,86,5365.1,697.6,8919.2,11,"clean",28,1,9,8,27,37,6,4,1,1,39,7,168
"K32","page4_standard.jpg",35304.4,70.5,"Trial004",4,650.9,1.8,53,11835.9,33.5,13,2554,7.2,75,16509.9,68,5341.5,611.4,4682.7,24,"standard",11,10,3,18,13,3,20,11,4,6,3,1,103
"K32","page5_standard.jpg",56853.5,76.8,"Trial005",15,3157.7,5.6,32,8874.4,15.6,76,24512.4,43.1,124,36661.4,116,5633.3,484.8,6147,16,"standard",23,6,5,10,20,10,9,9,2,3,9,5,111
"K32","page6_standard.jpg",28990.7,93.5,"Trial006",1,200.3,0.7,30,7112,24.5,43,17745.4,61.2,74,25057.7,73,1786.2,117,3870.3,5,"standard",1,0,0,8,0,1,7,1,1,1,1,0,21
"K35","page1_clean.png",25819.7,73.1,"Trial001",22,5909.9,22.9,7,1686.1,6.5,17,4841.1,18.7,61,15208.4,54,2837.9,299.7,3949.7,14,"clean",17,1,29,1,18,5,1,1,0,0,6,28,107
"K35","page2_clean.png",29144.5,94.6,"Trial002",5,1001.3,3.4,16,3205.4,11,55,16493,56.6,76,20699.8,76,4807.9,401.3,2657.3,3,"clean",9,0,0,6,9,1,6,0,2,2,1,0,36
"K35","page3_clean.jpg",27624.6,87.2,"Trial003",16,4507.5,16.3,31,6467.5,23.4,34,10016.3,36.3,82,21074.7,75,2588.2,206.5,4106.5,5,"clean",8,4,3,5,9,1,6,3,3,3,1,3,49
"K35","page4_standard.jpg",28509.3,88.7,"Trial004",4,1135.1,4,45,9657.3,33.9,12,4256.7,14.9,75,21676.2,74,3222.7,356.2,6057.7,8,"standard",9,11,0,9,8,3,8,10,16,14,3,2,93
"K35","page5_standard.jpg",47628.1,86.6,"Trial005",16,2842.8,6,30,8687.2,18.2,61,25651.8,53.9,107,37181.8,104,3088.8,177.3,3871,10,"standard",23,6,1,10,21,4,8,8,3,3,4,1,92
"K35","page6_standard.jpg",28203.3,89.2,"Trial006",3,868.8,3.1,28,7087,25.1,40,15133,53.7,71,23088.7,68,1939.7,137.8,3256.2,6,"standard",3,3,3,7,2,1,5,5,3,3,2,2,39
"K36","page1_clean.png",51199.7,86.2,"Trial001",10,6193.3,12.1,13,3188.3,6.2,36,29564.2,57.7,64,42702.9,55,1469.1,183,4204.1,7,"clean",35,4,12,4,36,14,6,1,4,4,12,14,146
"K36","page2_clean.png",49094.2,81.1,"Trial002",4,831.9,1.7,14,3723.8,7.6,40,33680.2,68.6,59,38336,55,1455.5,163.3,4675,9,"clean",8,1,1,5,6,16,5,3,3,4,15,1,68
"K36","page3_clean.jpg",36466.6,89.3,"Trial003",0,0,0,12,3689.3,10.1,35,26599.7,72.9,48,30561.5,46,1603.9,145,3364.5,5,"clean",7,1,3,6,7,9,3,3,0,0,11,1,51
"K36","page4_standard.jpg",44512.4,78.2,"Trial004",2,267.1,0.6,13,4478.1,10.1,15,13054.7,29.3,48,33919.7,45,1089.4,87.5,2382.8,7,"standard",18,21,1,13,16,12,13,22,8,9,11,2,146
"K36","page5_standard.jpg",49144,92.6,"Trial005",8,4807.8,9.8,22,20886.7,42.5,19,18425.6,37.5,51,44504.1,43,935.9,72.5,2638.9,6,"standard",34,26,4,39,33,14,36,28,3,3,16,3,239
"K36","page6_standard.jpg",34468.8,89.9,"Trial006",9,10265.8,29.8,6,2537.1,7.4,15,14941.4,43.3,33,29597.3,28,567.6,40,1560.1,7,"standard",22,4,14,1,23,3,3,2,3,3,2,15,95
"K37","page1_clean.png",44317.1,82.9,"Trial001",2,400.5,0.9,10,2036.6,4.6,42,31735.7,71.6,56,35274.6,53,1302.4,71.1,1984.9,3,"clean",7,3,5,0,7,15,1,1,0,0,14,6,59
"K37","page2_clean.png",42516.4,88.2,"Trial002",2,717.8,1.7,6,1218.8,2.9,63,33336.6,78.4,72,35390,70,2305.3,145.8,2126.9,2,"clean",8,1,0,2,6,16,2,3,0,1,15,0,54
"K37","page3_clean.jpg",37348.9,92.6,"Trial003",9,1720,4.6,12,3320.5,8.9,50,25896.7,69.3,72,31054,70,3657.7,302.5,2909.5,3,"clean",16,3,2,4,16,9,3,2,4,2,10,3,74
"K37","page4_standard.jpg",66112.2,78.1,"Trial004",1,317.2,0.5,29,7810.7,11.8,21,13422.6,20.3,88,49363.5,82,2176,129.2,3834.9,11,"standard",13,5,0,12,9,14,8,8,7,6,14,1,97
"K37","page5_standard.jpg",50275.5,86.5,"Trial005",5,2370.2,4.7,10,2861.7,5.7,52,36747.3,73.1,67,41979.1,64,1405.4,65.9,1982.1,7,"standard",10,3,0,4,11,7,6,2,6,6,7,0,62
"K37","page6_standard.jpg",26364.7,94.5,"Trial006",0,0,0,8,3172.2,12,35,20581.7,78.1,43,23753.9,41,1253.1,59.6,1488,1,"standard",7,4,2,3,9,10,5,2,1,1,10,2,56
"K5","page1_clean.png",82420.1,25.7,"Trial001",20,4720,5.7,5,1135.2,1.4,9,2122.5,2.6,34,7977.7,28,2584.9,439.2,3933.2,95,"clean",22,3,19,0,22,6,1,3,3,3,5,20,107
"K5","page2_clean.png",82350.2,15,"Trial002",13,2638.1,3.2,0,0,0,18,3812.8,4.6,35,7074.5,25,1881.2,233.8,3833,41,"clean",17,0,14,0,17,11,0,0,0,0,11,15,85
"K5","page3_clean.jpg",61595.8,1.9,"Trial003",2,180.6,0.3,0,0,0,2,640.3,1,4,820.8,3,115.8,23.5,322.6,3,"clean",1,0,0,0,0,1,0,0,0,0,0,1,3
"K5","page4_standard.jpg",93672,5.3,"Trial004",1,161.1,0.2,6,900,1,1,536.4,0.6,9,1697.6,8,538.4,158.3,1367.7,34,"standard",1,1,0,2,1,1,2,1,6,6,1,0,22
"K5","page5_standard.jpg",104930.4,2.6,"Trial005",0,0,0,4,777.3,0.7,0,0,0,4,777.3,6,795.4,263.8,1707,27,"standard",0,0,0,1,0,0,1,0,1,1,0,0,4
"K5","page6_standard.jpg",61622.5,12.4,"Trial006",1,222.8,0.4,22,3842.1,6.2,0,0,0,23,4064.9,24,1939.6,345.7,3046.4,23,"standard",0,0,0,5,0,0,4,0,10,9,1,0,29
"K77","page1_clean.png",52212.7,96.6,"Trial001",1,233.7,0.4,7,1335.5,2.6,40,47775.9,91.5,48,49345.1,42,951.5,42.4,1162.5,5,"clean",0,1,0,1,0,14,1,1,0,0,14,0,32
"K77","page2_clean.png",120252.9,83.5,"Trial002",25,5127.9,4.3,2,734.3,0.6,108,85685.8,71.3,139,92048.7,125,7044.9,408,4582,21,"clean",40,1,9,1,39,48,1,1,1,0,48,10,199
"K77","page3_clean.jpg",69455.2,96.4,"Trial003",0,0,0,7,1218.6,1.8,40,63567.8,91.5,47,64786.3,45,1786.1,246.7,2253.4,6,"clean",6,3,1,2,7,15,2,3,0,0,16,0,55
"K77","page4_standard.jpg",74921.9,97.3,"Trial004",0,0,0,4,801.5,1.1,32,45355.1,60.5,55,71931.7,51,1018.4,47,1846.2,6,"standard",18,8,0,3,16,7,2,10,3,3,7,0,77
"K77","page5_standard.jpg",112190.8,98.2,"Trial005",1,116.9,0.1,9,2938.1,2.6,65,105518.4,94.1,75,108573.4,70,1302.2,40.8,1937.1,8,"standard",1,3,0,2,2,16,3,2,0,0,16,0,45
"K77","page6_standard.jpg",47184,96.7,"Trial006",0,0,0,4,918.2,1.9,39,43986.9,93.2,43,44905.1,39,818,26.5,860.5,3,"standard",1,0,0,1,1,5,1,0,2,2,5,0,18
"K78","page1_clean.png",150301.5,88.7740970648996,"Trial001",3,1536.1,1,11,2991.2,1.95368611058332,105,125906.2,83.776320211056,120,130567.1,109,2738.9,236,6604.3,35,"clean",21,2,6,3,21,56,4,2,4,4,56,6,185
"K78","page2_clean.png",299520.7,92.2520704912883,"Trial002",23,5592.3,0,42,9920.9,3.31846887984617,279,246229.8,82.2274752641697,352,262777.8,334,13492.7,1371.4,20862.8,59,"clean",56,7,23,15,56,149,10,9,9,7,154,20,515
"K78","page3_clean.jpg",196817.9,96.5,"Trial003",12,9501.9,4.8,20,5427.1,2.8,118,172399.2,87.6,150,187328.2,141,4226.3,291.7,5292.1,11,"clean",39,1,2,7,39,71,7,1,3,3,71,2,246
"K78","page4_standard.jpg",133239.8,94.1,"Trial004",4,2523.6,1.9,36,8624.5,6.5,62,68218.6,51.2,137,121334.2,133,3325.8,235.8,7814.4,12,"standard",43,25,1,30,39,45,29,28,5,6,43,2,296
"K78","page5_standard.jpg",221584.1,95.8,"Trial005",21,27375.9,12.4,33,10650.9,4.8,146,171102.6,77.2,200,209129.5,191,4409.5,270.3,7653.5,17,"standard",111,30,13,19,105,69,13,37,6,6,69,13,491
"K78","page6_standard.jpg",89256.9,95,"Trial006",6,7961.7,8.9,16,4418.9,5,72,69549.5,77.9,95,82765.2,90,2154.1,100.6,2816.5,8,"standard",26,8,5,8,23,29,7,8,9,8,27,8,166
"S138","page1_clean.png",42353.6,88.7,"Trial001",5,1519,3.6,9,4908,11.6,33,29295.8,69.2,48,35973.2,47,1151.8,72.9,2227.2,3,"clean",6,4,3,0,8,2,1,2,0,0,3,2,31
"S138","page2_clean.png",36022.2,93.3,"Trial002",4,2003.3,5.6,14,4606.6,12.8,37,25858.4,71.8,55,32468.3,52,1220.2,47.6,1436.8,2,"clean",4,1,3,3,2,9,1,2,2,2,9,3,41
"S138","page3_clean.jpg",35701.6,94.4,"Trial003",5,3078.6,8.6,29,7302.8,20.5,38,21701.3,60.8,72,32082.7,70,1538.5,104.2,4138.4,5,"clean",14,1,0,3,13,3,3,2,0,0,3,0,42
"S138","page4_standard.jpg",33023.5,95.6,"Trial004",1,384.1,1.2,17,4954.8,15,28,15927.5,48.2,62,30281,62,1336.7,61.3,2516.3,2,"standard",14,5,1,3,15,4,2,5,3,3,5,0,60
"S138","page5_standard.jpg",43647,96.8,"Trial005",5,2171.4,5,34,11576.4,26.5,51,26613.3,61,90,40361.2,89,2107.3,110.8,3207.8,3,"standard",17,12,2,10,16,5,9,12,4,4,5,2,98
"S138","page6_standard.jpg",22190.8,94.9,"Trial006",7,2871.5,12.9,10,2520.6,11.4,40,14156,63.8,57,19548.1,55,1569.1,65.8,1680.7,2,"standard",5,0,4,3,5,4,3,0,0,0,4,4,32
