"Participant","Stimulus","Trial_dur","Tracking_ratio","Trial","Blank_fix_count","Blank_fix_time","Blanks_fix_time_pct","Image_fix_count","Image_fix_time","Image_fix_time_pct","Text_fix_count","Text_fix_time","Text_fix_time_pct","Fix_count","Total_fix_dur","Saccade_count","Total_saccade_dur","Total_saccade_amp","Total_saccade_velocity","Blink_count","Condition","max_text_time","ws_Text","ws_Image","ws_dash","Text_Image","Text_ws","Text_dash","Image_Text","Image_ws","Image_dash","dash_Image","dash_Text","dash_ws","weighted_text_image","weighted_alt","total_alt","Version"
"E26","2-3 standard.jpg",28897.3,93.3,"Trial001",3,1569.1,5.4,3,1636.5,5.7,32,22735.6,78.7,38,25941.3,35,751.2,32.3,1171.9,6,"standard",4358.7,6,15,1,1,6,15,2,14,2,2,15,1,0.811417575368826,53.1173829377806,82,1
"E26","4 standard.jpg",26630,90.4,"Trial002",1,85.1,0.3,3,1408.3,5.3,36,21112.6,79.3,42,22926,40,954.4,66.5,1694,6,"standard",7164.3,6,5,1,2,4,13,2,5,1,1,12,3,1.34254545454545,35.2196363636364,57,1
"E26","5 standard.jpg",13222.4,83.2,"Trial003",0,0,0,6,990.7,7.5,14,8596.6,65,20,9587.3,19,785.4,66.8,1406.7,3,"standard",1569.8,1,0,0,3,0,16,3,1,1,2,15,0,0.623916811091854,18.6031195840555,44,1
"E26","6-7 standard.jpg",28427,89.7,"Trial004",1,166.9,0.6,3,534.7,1.9,48,18788.1,66.1,52,19489.7,49,4626.3,448.5,3529.9,7,"standard",4225.1,3,2,0,1,3,20,1,2,0,0,20,0,0.00851063829787235,26.7412765957447,54,1
"E26","8-9 image only.jpg",30920.1,74.8,"Trial005",3,701.2,2.3,70,19736.3,63.8,NA,NA,NA,74,20621.6,68,2178.4,180.5,4445.5,10,"image",0,0,4,0,0,0,0,0,3,9,8,0,1,0,12.5896607431341,27,1
"E26","8-9 text only.jpg",25080.1,93,"Trial006",10,1786,7.1,NA,NA,NA,38,19214.4,76.6,48,21000.4,47,2270.2,133.9,2331.5,3,"text",2672,27,0,1,0,26,21,0,0,0,0,21,1,0,39.6074544012688,99,1
"E26","12 image only.jpg",5178.8,92.4,"Trial007",0,0,0,14,4290.5,82.8,NA,NA,NA,14,4290.5,14,333.9,26.3,949.8,1,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"E26","12 text only.jpg",27777.5,83,"Trial008",6,2324.3,8.4,NA,NA,NA,34,18859.4,67.9,42,21712.4,38,836.7,69.8,2311.9,9,"text",7498.3,12,0,4,0,12,6,0,0,0,0,6,4,0,32.1744452945677,46,1
"E26","13 image only.jpg",3862.5,89.8,"Trial009",0,0,0,13,3021.4,78.2,NA,NA,NA,13,3021.4,11,333.8,14.3,399.4,3,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"E26","13 text only.jpg",23233.5,94.8,"Trial010",2,300.5,1.3,NA,NA,NA,44,20682.7,89,46,20983.2,42,851.4,24.8,891.3,3,"text",6012,2,0,0,0,2,5,0,0,0,0,5,0,0,8.63996827914354,16,1
"E26","14-15 image only.jpg",6259.1,89.2,"Trial011",0,0,0,14,5058.3,80.8,NA,NA,NA,14,5058.3,14,417.4,40.6,806.8,1,"image",0,0,0,0,0,0,0,0,0,2,2,0,0,0,3.05263157894737,6,1
"E26","14-15 text only.jpg",21619.1,97.4,"Trial012",6,3388.7,15.7,NA,NA,NA,35,16642.9,77,41,20031.7,40,818,28.5,1357.7,2,"text",8684,10,0,0,0,10,0,0,0,0,0,0,0,0,7.3910149750416,22,1
"E34","2-3 standard.jpg",26296.2,93.9,"Trial001",1,116.8,0.4,11,3071.3,11.7,40,20232,76.9,52,23420.2,46,1018.3,61.2,2017.9,7,"standard",4792.9,17,7,1,13,16,0,11,8,0,0,1,0,5.97873848334515,50.5357902197023,76,1
"E34","4 standard.jpg",23131.2,90.9,"Trial002",3,1652.9,7.1,14,4373.4,18.9,32,13588.6,58.7,49,19614.9,41,1068.3,30.6,943.9,8,"standard",3089.5,10,20,0,10,12,2,14,17,0,0,1,1,4.99408284023669,54.9509721048183,89,1
"E34","5 standard.jpg",14372.9,70.6,"Trial003",1,134.6,0.9,10,2514,17.5,14,3414.7,23.8,25,6063.2,22,2487.9,479.7,1577.8,6,"standard",1085.5,6,14,0,5,5,4,5,15,1,1,4,0,3.02185792349727,39.5,62,1
"E34","6-7 standard.jpg",44513.5,87.4,"Trial004",4,500.8,1.1,31,5551.1,12.5,52,20239.4,45.5,87,26291.2,80,8263,1683,9534.7,14,"standard",6780.2,5,9,1,19,3,19,21,10,11,13,16,2,14.9568480300188,102.507817385866,131,1
"E34","8-9 image only.jpg",2661,57,"Trial005",0,0,0,7,1185.5,44.6,NA,NA,NA,7,1185.5,6,283.9,49.7,1049.3,3,"image",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.95890410958904,4,1
"E34","8-9 text only.jpg",35121.6,72.9,"Trial006",37,5809,16.5,NA,NA,NA,16,4123.7,11.7,54,10333.4,51,9530.9,1649.8,6591.4,13,"text",1052.1,16,0,6,0,17,11,0,0,0,0,11,6,0,35.716323296355,69,1
"E34","12 image only.jpg",2546.4,70.7,"Trial007",0,0,0,7,1586.2,62.3,NA,NA,NA,7,1586.2,6,200.4,29.2,697.5,2,"image",0,0,0,0,0,0,0,0,0,2,2,0,0,0,2.8659793814433,6,1
"E34","12 text only.jpg",22133,88,"Trial008",18,2988.1,13.5,NA,NA,NA,27,11218.2,50.7,45,14206.3,41,3071.5,427,3243.4,5,"text",7231.1,21,0,4,0,20,2,0,0,0,0,2,4,0,30.3344947735192,55,1
"E34","13 image only.jpg",2930.4,68.8,"Trial009",1,167,5.7,6,1068.8,36.5,NA,NA,NA,7,1235.8,7,267.2,23,518.4,1,"image",0,0,0,2,0,0,0,0,1,1,2,0,1,0,2.35526315789474,9,1
"E34","13 text only.jpg",15173.5,81,"Trial010",21,2804.6,18.5,NA,NA,NA,17,2487.3,16.4,38,5291.9,36,6026.4,1208.1,5321.4,4,"text",885.1,14,0,11,0,13,5,0,0,0,0,4,12,0,25.4598765432099,61,1
"E34","14-15 image only.jpg",3894.2,72.8,"Trial011",0,0,0,10,1252.3,32.2,NA,NA,NA,10,1252.3,8,333.9,36.7,898.2,1,"image",0,0,0,0,0,0,0,0,0,5,5,0,0,0,6.51898734177215,12,1
"E34","14-15 text only.jpg",17490.6,89.8,"Trial012",11,2604.2,14.9,NA,NA,NA,36,11585,66.2,47,14189.1,42,1302.1,95.8,1590.2,3,"text",6696.7,19,0,3,0,18,1,0,0,0,0,1,3,0,13.5572429906542,47,1
"E35","2-3 standard.jpg",31458.9,92.7,"Trial001",4,1118.6,3.6,12,6092.6,19.4,33,20783,66.1,49,27994.2,41,1035,90.6,1717.8,10,"standard",5728.1,12,12,0,2,12,0,2,11,1,1,0,0,0.438055720213397,28.1487848251334,55,1
"E35","4 standard.jpg",23215,84.4,"Trial002",13,3008.6,13,14,4786,20.6,10,4740.9,20.4,42,13155.7,36,4343.5,527.1,1998.9,11,"standard",4625.9,5,15,11,3,4,0,2,16,0,1,0,11,1.6328320802005,33.2681704260652,70,1
"E35","5 standard.jpg",17104.3,0.2,"Trial003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"standard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"E35","6-7 standard.jpg",31390.2,88.7,"Trial004",0,0,0,10,2195.9,7,43,24656.1,78.5,54,26968.9,54,1131.1,96.1,4390.9,10,"standard",12675.3,4,1,0,4,3,3,2,2,1,0,3,0,2.05541561712846,14.8513853904282,25,1
"E35","8-9 image only.jpg",8157,64.2,"Trial005",2,233.7,2.9,11,2203.4,27,NA,NA,NA,13,2437.1,13,885,114,1417.7,5,"image",0,0,0,1,0,0,0,0,2,2,3,0,0,0,3.59333333333333,10,1
"E35","8-9 text only.jpg",77685.9,67.1,"Trial006",93,23931.9,30.8,NA,NA,NA,20,6677.1,8.6,122,31879.3,110,12562.3,1762.7,10780.3,26,"text",617.9,31,0,47,0,29,13,0,0,0,0,12,48,0,84.6265560165975,182,1
"E35","12 image only.jpg",4512.3,88.3,"Trial007",0,0,0,14,3656.1,81,NA,NA,NA,14,3656.1,13,300.5,14.3,560.3,1,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"E35","12 text only.jpg",15521.3,51.5,"Trial008",16,2504.3,16.1,NA,NA,NA,2,166.9,1.1,19,2754.7,18,3322,450.7,2048.4,9,"text",66.8,2,0,18,0,2,0,0,0,0,0,0,18,0,20.3095238095238,42,1
"E35","13 image only.jpg",3978.8,30.6,"Trial009",0,0,0,2,351.2,8.8,NA,NA,NA,3,451.4,3,1766.4,226.6,509.2,2,"image",0,0,0,1,0,0,0,0,0,2,3,0,0,0,3.81481481481481,8,1
"E35","13 text only.jpg",24050.1,87.2,"Trial010",1,150.2,0.6,NA,NA,NA,38,19414.1,80.7,40,19647.8,34,684.4,42.5,1547.7,9,"text",14696,3,0,2,0,3,3,0,0,0,0,3,3,0,12.8758445945946,19,1
"E35","14-15 image only.jpg",4709.4,28.3,"Trial011",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,5,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"E35","14-15 text only.jpg",24238,90.3,"Trial012",8,2721.5,11.2,NA,NA,NA,31,17695.8,73,39,20417.3,32,701.2,24.9,863.1,9,"text",12140.9,8,0,1,0,7,2,0,0,0,0,2,1,0,16.8716490658002,23,1
"E61","2-3 standard.jpg",17208,78.2,"Trial001",1,267.1,1.6,2,283.8,1.6,41,10967.3,63.7,44,11518.1,33,1185.2,85.8,2167.5,10,"standard",2087.5,2,2,0,2,1,25,1,3,0,0,25,0,1.33096590909091,36.9204545454545,63,1
"E61","4 standard.jpg",13073.2,58.8,"Trial002",4,400.6,3.1,7,1018.3,7.8,11,2069.9,15.8,22,3488.9,16,2386.9,259.6,1861.1,17,"standard",1419.5,4,7,2,3,3,0,3,10,4,6,0,0,1.82272727272727,28.5818181818182,44,1
"E61","5 standard.jpg",6263.1,67.9,"Trial003",1,150.2,2.4,4,517.5,8.3,0,0,0,5,667.7,6,1819.5,682.1,2062,5,"standard",0,0,3,0,0,0,0,0,3,3,3,0,0,0,6.57142857142857,14,1
"E61","6-7 standard.jpg",25528.6,71.6,"Trial004",3,350.6,1.4,26,3188.5,12.5,16,4106.5,16.1,45,7645.6,37,4473.8,662.1,6295.7,19,"standard",1736.8,5,11,0,11,8,11,15,8,18,19,10,0,4.00418410041841,50.9916317991632,118,1
"E61","8-9 image only.jpg",41845.5,13.7,"Trial005",0,0,0,15,3299.2,7.9,NA,NA,NA,15,3299.2,13,530,48,1074.5,27,"image",0,0,0,0,0,0,0,0,0,7,7,0,0,0,7.51010101010101,16,1
"E61","8-9 text only.jpg",19751.1,44.6,"Trial006",2,417.3,2.1,NA,NA,NA,28,5358.8,27.1,30,5776.1,19,1018.2,278.1,3900.3,27,"text",818.3,4,0,0,0,4,22,0,0,0,0,22,0,0,29.3397790055249,54,1
"E61","12 image only.jpg",7776.2,47.8,"Trial007",0,0,0,12,1786.1,23,NA,NA,NA,12,1786.1,9,634.4,73.2,967.6,13,"image",0,0,0,0,0,0,0,0,0,5,5,0,0,0,3.78070175438596,12,1
"E61","12 text only.jpg",16720.8,26.4,"Trial008",7,918.4,5.5,NA,NA,NA,8,1151.7,6.9,15,2070.1,12,467.4,95.9,2894.4,26,"text",283.9,9,0,5,0,8,8,0,0,0,0,7,6,0,23.1804511278195,45,1
"E61","13 image only.jpg",14221,12.2,"Trial009",0,0,0,2,166.9,1.2,NA,NA,NA,2,166.9,1,66.8,10.8,162.4,17,"image",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.75,4,1
"E61","13 text only.jpg",14706.8,20.2,"Trial010",4,535.8,3.6,NA,NA,NA,0,0,0,4,535.8,3,150.5,35.7,692.5,26,"text",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.194444444444445,4,1
"E61","14-15 image only.jpg",7124.8,60.6,"Trial011",1,167,2.3,5,703.7,9.9,NA,NA,NA,6,870.7,6,489.8,89.2,793.3,5,"image",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.814814814814815,3,1
"E61","14-15 text only.jpg",14198.1,61.9,"Trial012",15,1736,12.2,NA,NA,NA,2,166.9,1.2,17,1902.9,8,1135,296.5,2131.6,9,"text",83.5,2,0,13,0,2,3,0,0,0,0,4,12,0,15.7890625,38,1
"F30","2-3 standard.jpg",34666.5,83.2,"Trial001",21,2921.3,8.4,16,4040,11.7,39,9793.2,28.2,86,18657.5,81,8018.9,796.5,7369.6,6,"standard",2839,12,10,14,9,12,12,9,10,3,3,12,13,3.79188712522046,69.0970017636684,121,1
"F30","4 standard.jpg",22866.6,91.8,"Trial002",3,801.5,3.5,16,2437.5,10.7,32,13253.9,58,51,16492.9,50,3823,336.9,3180.5,5,"standard",2454.9,9,12,0,7,10,9,7,11,1,0,10,0,1.06149193548387,32.3881048387097,78,1
"F30","5 standard.jpg",17170.2,78.5,"Trial003",9,1252,7.3,9,1752.7,10.2,14,2604.2,15.2,32,5609,28,4791.1,1005.2,5056.1,9,"standard",1018.7,3,6,4,2,3,3,2,5,5,4,3,5,0.729106628242075,20.3688760806916,47,1
"F30","6-7 standard.jpg",33222.6,78.6,"Trial004",16,2687.9,8.1,22,3776.9,11.4,29,5765,17.4,67,12229.8,60,8164.9,1705.1,10775.4,10,"standard",2137.6,4,12,16,4,4,13,4,15,11,14,13,13,2.48266666666667,66.2253333333333,125,1
"F30","8-9 image only.jpg",6223.2,67.8,"Trial005",0,0,0,14,2955,47.5,NA,NA,NA,14,2955,13,684.5,49.5,741.6,3,"image",0,0,0,0,0,0,0,0,0,2,2,0,0,0,1.41899441340782,6,1
"F30","8-9 text only.jpg",32374.6,80.7,"Trial006",39,5525.7,17.1,NA,NA,NA,30,5425.4,16.8,69,10951.1,64,7979.6,1406.6,8542.7,13,"text",1118.9,27,0,11,0,27,14,0,0,0,0,14,11,0,38.0621301775148,106,1
"F30","12 image only.jpg",4794,48.7,"Trial007",1,83.7,1.7,12,1751.9,36.5,NA,NA,NA,13,1835.7,11,449.9,85.9,1063.6,5,"image",0,0,1,1,0,0,0,0,1,2,2,0,1,0,3.44247787610619,10,1
"F30","12 text only.jpg",19053,83,"Trial008",10,1316.3,6.9,NA,NA,NA,21,9767.7,51.3,31,11083.9,31,2859.7,554.9,3173,6,"text",4575.8,8,0,6,0,7,5,0,0,0,0,5,6,0,25.5435435435435,39,1
"F30","13 image only.jpg",5544.4,65.8,"Trial009",0,0,0,9,2069.1,37.3,NA,NA,NA,9,2069.1,9,836.9,67.5,619,2,"image",0,0,0,0,0,0,0,0,0,3,3,0,0,0,3.60483870967742,8,1
"F30","13 text only.jpg",23466.9,86.8,"Trial010",40,8181.4,34.9,NA,NA,NA,11,2271.7,9.7,51,10453.1,50,4592.4,446.8,3823.9,5,"text",701.4,16,0,12,0,16,3,0,0,0,0,3,12,0,37.1598101265823,64,1
"F30","14-15 image only.jpg",3360.1,64.5,"Trial011",0,0,0,6,1553.5,46.2,NA,NA,NA,6,1553.5,5,150.3,21.5,817.8,2,"image",0,0,0,0,0,0,0,0,0,4,4,0,0,0,1.80851063829787,10,1
"F30","14-15 text only.jpg",22467,94.9,"Trial012",26,8546.9,38,NA,NA,NA,25,10468.8,46.6,51,19015.7,50,2286.2,174.1,2869.5,2,"text",1503,28,0,11,0,29,9,0,0,0,0,10,10,0,59.6608238387379,99,1
"F47","2-3 standard.jpg",22667.2,91.2,"Trial001",1,183.6,0.8,18,4791.2,21.1,28,14623.3,64.5,47,19598.2,43,951.6,83.8,3062.2,7,"standard",5177,0,1,0,3,0,2,3,0,0,0,2,0,0.958544839255499,6.47800338409475,13,1
"F47","4 standard.jpg",13290.4,91.2,"Trial002",0,0,0,7,1719.4,12.9,21,9882.3,74.4,28,11601.6,26,550.9,19.9,781,1,"standard",4509,0,0,0,3,0,3,3,0,0,0,3,0,0.836441893830703,7.09038737446198,14,1
"F47","5 standard.jpg",9526.6,89.4,"Trial003",0,0,0,8,2237.6,23.5,15,5659.1,59.4,23,7896.7,22,584.3,44.9,1679.1,2,"standard",3189.7,0,0,0,1,0,1,1,0,3,3,1,0,0.157563025210084,5.79411764705882,12,1
"F47","6-7 standard.jpg",26611.7,92.3,"Trial004",1,100.1,0.4,25,6694.1,25.2,33,15725.4,59.1,59,22519.6,59,2020,174.6,3582.7,3,"standard",2972.6,2,0,0,9,0,3,7,2,0,0,3,0,4.98668639053254,15.1937869822485,28,1
"F47","8-9 image only.jpg",17281.2,80.7,"Trial005",1,116.8,0.7,40,12569.8,72.7,NA,NA,NA,42,12803.4,37,1420.6,133.8,3048.9,5,"image",0,0,2,1,0,0,0,0,1,7,6,0,2,0,8.95860284605433,21,1
"F47","8-9 text only.jpg",25297.2,87,"Trial006",5,1535.8,6.1,NA,NA,NA,40,18730.1,74,45,20265.9,38,1752.6,84.4,2545.1,7,"text",2955.9,7,0,2,0,6,16,0,0,0,0,16,2,0,31.8953393295176,51,1
"F47","12 image only.jpg",11805.7,88.8,"Trial007",0,0,0,26,9598.5,81.3,NA,NA,NA,26,9598.5,24,751.2,77.5,1216.7,3,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"F47","12 text only.jpg",9826.9,90.4,"Trial008",0,0,0,NA,NA,NA,27,7963.3,81,27,7963.3,25,901.6,39.8,1235.3,2,"text",2187.7,4,0,0,0,4,2,0,0,0,0,2,0,0,5.86221294363257,14,1
"F47","13 image only.jpg",4445,73.1,"Trial009",0,0,0,10,2937.2,66.1,NA,NA,NA,10,2937.2,9,251.4,22.9,736.7,2,"image",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.03954802259887,4,1
"F47","13 text only.jpg",12908.6,87.8,"Trial010",0,0,0,NA,NA,NA,22,10567.4,81.9,22,10567.4,19,384,21.6,780.4,4,"text",6128.9,0,0,0,0,0,3,0,0,0,0,3,0,0,4.24018838304553,8,1
"F47","14-15 image only.jpg",6924.5,88.1,"Trial011",0,0,0,13,5759.6,83.2,NA,NA,NA,13,5759.6,12,284.2,14,466.2,1,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"F47","14-15 text only.jpg",15714.7,90.8,"Trial012",3,784.7,5,NA,NA,NA,27,12820.1,81.6,30,13604.9,28,701.3,55,1815.1,4,"text",5093.5,14,0,0,0,14,9,0,0,0,0,9,0,0,11.7958435207824,48,1
"F68","2-3 standard.jpg",24001.4,94.9,"Trial001",1,166.9,0.7,5,1135.2,4.7,31,20666,86.1,37,21968.1,35,734.5,36,1399.1,2,"standard",13476.9,1,2,0,1,0,0,1,2,0,0,0,0,0.339651250947688,3.62168309325246,9,1
"F68","4 standard.jpg",21198.9,95,"Trial002",2,250.4,1.2,8,2304,10.9,30,16726.5,78.9,40,19280.9,41,852.1,47.9,1894.9,1,"standard",6529.7,5,3,0,3,5,1,3,3,0,0,1,0,1.66926406926407,14.6398268398268,26,1
"F68","5 standard.jpg",15607,89.2,"Trial003",0,0,0,5,1419.1,9.1,19,11735.4,75.2,24,13154.5,22,668,31.4,726,4,"standard",11222.4,0,0,0,2,0,0,2,0,1,1,0,0,1.04936708860759,3.08101265822785,8,1
"F68","6-7 standard.jpg",31688.8,89.8,"Trial004",0,0,0,7,1903.3,6,44,24247.1,76.5,51,26150.4,50,1736.5,166.2,2731.3,7,"standard",12725.4,0,0,0,7,0,4,8,0,0,1,3,0,3.34096692111959,12.7226463104326,25,1
"F68","8-9 image only.jpg",4542.4,69.7,"Trial005",0,0,0,14,2783.3,61.3,NA,NA,NA,14,2783.3,13,339.2,29.3,1081,3,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"F68","8-9 text only.jpg",29093.6,94.1,"Trial006",0,0,0,NA,NA,NA,45,26041.4,89.5,45,26041.4,43,935.5,41.6,1485.5,2,"text",15130.2,2,0,0,0,2,0,0,0,0,0,0,0,0,1.85796545105566,6,1
"F68","12 image only.jpg",3113,57.8,"Trial007",0,0,0,7,1516.4,48.7,NA,NA,NA,7,1516.4,7,236.4,16.9,760,3,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"F68","12 text only.jpg",22398.3,91.1,"Trial008",2,767.9,3.4,NA,NA,NA,48,18579.9,83,50,19347.8,48,901.5,28.7,1593.5,5,"text",9168.3,9,0,0,0,9,0,0,0,0,0,0,0,0,12.9957007738607,20,1
"F68","13 image only.jpg",2829.9,74.2,"Trial009",0,0,0,9,1785.4,63.1,NA,NA,NA,9,1785.4,9,284.5,62.8,1451.5,3,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"F68","13 text only.jpg",16523.6,90.3,"Trial010",1,217,1.3,NA,NA,NA,30,13989,84.7,31,14206,30,667.7,23.4,945.3,2,"text",14011.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0.985932004689332,4,1
"F68","14-15 image only.jpg",3629.4,66.1,"Trial011",0,0,0,8,1934.8,53.3,NA,NA,NA,8,1934.8,8,253.2,15.8,551.1,3,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"F68","14-15 text only.jpg",19140.3,93.5,"Trial012",0,0,0,NA,NA,NA,41,16994.1,88.8,41,16994.1,39,818,34.4,1634.2,3,"text",17067.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"F70","2-3 standard.jpg",31188.8,93.5,"Trial001",0,0,0,6,1418.9,4.5,35,26475.5,84.9,42,28194.8,38,1202,73.7,1118.1,3,"standard",8800.9,14,6,0,3,13,0,3,7,0,1,0,0,1.41464855286474,27.6148848198464,49,1
"F70","4 standard.jpg",19150.5,92.1,"Trial002",0,0,0,4,1085.1,5.7,22,15741.9,82.2,26,16827,25,518.2,15.1,501.2,3,"standard",15731.4,0,0,0,1,0,0,1,0,1,1,0,0,0.0495540138751239,1.07532210109019,6,1
"F70","5 standard.jpg",13507.7,88,"Trial003",2,1218.6,9,7,3192.6,23.6,11,6892.7,51,20,11303.8,20,533.9,41.7,1233.9,3,"standard",3607.2,4,18,0,3,3,1,2,18,1,0,1,1,2.33825701624815,21.7311669128508,54,1
"F70","6-7 standard.jpg",32704.6,96.4,"Trial004",7,2988.7,9.1,21,6691.2,20.5,45,17443.9,53.3,73,27123.8,71,4427.8,248.6,2125.9,2,"standard",4642.6,5,14,0,5,5,2,5,14,1,1,2,0,2.95015384615385,32.6018461538462,56,1
"F70","8-9 image only.jpg",6557.9,75,"Trial005",1,251,3.8,18,4020.2,61.3,NA,NA,NA,19,4271.2,18,887.8,121.2,1399.8,2,"image",0,0,4,0,0,0,0,0,4,1,1,0,0,0,8.75,12,1
"F70","8-9 text only.jpg",26596.2,93.4,"Trial006",1,217.1,0.8,NA,NA,NA,39,23521.1,88.4,40,23738.2,38,818.6,27.7,741.6,2,"text",9786.2,4,0,0,0,5,1,0,0,0,0,1,0,0,2.89029535864979,13,1
"F70","12 image only.jpg",5560.4,81.2,"Trial007",1,148.3,2.7,12,3842.3,69.1,NA,NA,NA,13,3990.6,13,318.4,14,583.4,2,"image",0,0,2,0,0,0,0,0,2,0,0,0,0,0,3.54393305439331,6,1
"F70","12 text only.jpg",18919.8,91.8,"Trial008",12,4323.7,22.9,NA,NA,NA,24,7044.4,37.2,36,11368.1,35,5792.7,741.3,2233.3,2,"text",1035.4,29,0,1,0,30,6,0,0,0,0,6,1,0,34.0439238653001,75,1
"F70","13 image only.jpg",9623.4,90.8,"Trial009",0,0,0,22,8061.2,83.8,NA,NA,NA,22,8061.2,21,670.1,59.8,1510.8,1,"image",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"F70","13 text only.jpg",18205.4,92.4,"Trial010",0,0,0,NA,NA,NA,32,15874.5,87.2,32,15874.5,29,852.4,34,972.8,2,"text",7615.2,7,0,0,0,7,1,0,0,0,0,1,0,0,12.1247379454927,18,1
