"","Participant","Avg_trial_dur","Avg_blank_fix_count","Avg_blank_fix_time","Avg_blank_fix_time_pct","Avg_image_fix_count","Avg_image_fix_time","Avg_image_fix_time_pct","Avg_text_fix_count","Avg_text_fix_time","Avg_text_fix_time_pct","Avg_fix_count","Avg_total_fix_dur","Avg_saccade_count","Avg_total_saccade_dur","Avg_total_saccade_amp","Avg_total_saccade_velocity","Avg_blink_count","Avg_ws_Text","Avg_ws_Image","Avg_ws_dash","Avg_Text_Image","Avg_Text_ws","Avg_Text_dash","Avg_Image_Text","Avg_Image_ws","Avg_Image_dash","Avg_dash_Image","Avg_dash_Text","Avg_dash_ws","Avg_total_alt"
"1","C12",60380.6,0.666666666666667,567.533333333333,0.8,15.6666666666667,4069.9,6.73333333333333,60.6666666666667,51217.5666666667,84.9333333333333,77,55855.0666666667,72.6666666666667,1748.96666666667,95.5,2628.13333333333,5.33333333333333,5,1.66666666666667,0.333333333333333,4.66666666666667,4.33333333333333,22,4.66666666666667,2,0.666666666666667,0.333333333333333,22,0.666666666666667,68.3333333333333
"2","E70",77844.7333333333,3.33333333333333,1558.16666666667,2.13333333333333,22.6666666666667,7681.56666666667,10.3,77.6666666666667,61867.9333333333,78.8666666666667,103.666666666667,71107.6666666667,101.333333333333,2805.03333333333,152.866666666667,3790.2,4,11.6666666666667,8.66666666666667,0.333333333333333,10.3333333333333,12,5.66666666666667,10.6666666666667,8.66666666666667,0.666666666666667,0.666666666666667,6,0,75.3333333333333
"3","K16",51007.1333333333,1.33333333333333,200.366666666667,0.433333333333333,35.6666666666667,11202.3,22.9,72.6666666666667,25815.3333333333,48.6666666666667,111,37357.1,107.666666666667,7222.8,607.566666666667,5158.23333333333,8,16,11.6666666666667,0.666666666666667,23.3333333333333,19.6666666666667,22,27,8.33333333333333,5.33333333333333,6,22,0.333333333333333,162.333333333333
"4","K17",21807.7,0,0,0,7.33333333333333,1892.16666666667,8.56666666666667,30,16459.4,75.5666666666667,38.6666666666667,18540.7666666667,32.6666666666667,868.066666666667,84.0333333333333,2903.23333333333,9.33333333333333,1.66666666666667,0.333333333333333,0.333333333333333,5.66666666666667,1.33333333333333,2,6.33333333333333,0.666666666666667,0.666666666666667,0.666666666666667,1.33333333333333,0.333333333333333,21.3333333333333
"5","K18",33165.6,1.33333333333333,1758.26666666667,5.4,14.3333333333333,6710.7,21.3,21.3333333333333,20570.1,60.6,38,29267.2666666667,29.3333333333333,879.3,70.0666666666667,2132.16666666667,9,16,18,1,10.3333333333333,16,1.66666666666667,10,17.6666666666667,1.66666666666667,1.33333333333333,1.66666666666667,1.33333333333333,96.6666666666667
"6","K19",36474.2333333333,2.33333333333333,372.866666666667,1,19.6666666666667,3719.86666666667,10.1666666666667,41,11736.5,31.4333333333333,70.6666666666667,17159.1333333333,61.3333333333333,4779.03333333333,782.866666666667,6395.9,22.6666666666667,11.3333333333333,10,1.66666666666667,11,11.6666666666667,26.3333333333333,11.6666666666667,9.33333333333333,14.3333333333333,14,26.3333333333333,2,149.666666666667
"7","K24",72872.2666666667,1.33333333333333,1252.03333333333,1.4,29.3333333333333,10272.3666666667,14.8333333333333,51.3333333333333,51620.9666666667,70.6666666666667,84.3333333333333,63581,75.3333333333333,2222.06666666667,171.066666666667,4017.46666666667,9.33333333333333,14.3333333333333,8,0.666666666666667,8,15.6666666666667,14.6666666666667,9,7,10,10,15,0.333333333333333,112.666666666667
"8","K25",44399.0333333333,3,1374.9,2.73333333333333,20,4144.1,9.8,59.6666666666667,13920.3333333333,30.4666666666667,86.6666666666667,19956.7666666667,73.3333333333333,6557.03333333333,926.5,8492.8,26.6666666666667,7.66666666666667,5,1.66666666666667,6.33333333333333,9,35.6666666666667,7,4,8,7.66666666666667,36.3333333333333,1.33333333333333,129.666666666667
"9","K33",28696.1666666667,0.333333333333333,116.866666666667,0.4,25,8075.43333333333,27.6333333333333,37.3333333333333,17046.9,59.7333333333333,62.6666666666667,25239.2,58.3333333333333,1348.1,72.5333333333333,2494.56666666667,6,1,0.666666666666667,0,4.33333333333333,0.333333333333333,0.666666666666667,4,1.33333333333333,0,0,0.666666666666667,0,13
"10","K34",47986.6333333333,2.66666666666667,684.366666666667,0.333333333333333,14.3333333333333,3435.73333333333,6.74266954351382,68.3333333333333,34664.4,74.4808058808638,85.3333333333333,38784.4333333333,79.3333333333333,3036.9,211.7,4678.8,11,13,9,0.333333333333333,9,14.3333333333333,15,10.3333333333333,7.66666666666667,2.66666666666667,3,15,0,99.3333333333333
"11","K38",40714.6333333333,1.33333333333333,1107.43333333333,2.66666666666667,25.6666666666667,8102.33333333333,19.6,37.6666666666667,22714.2,56.4,71.6666666666667,34109.5666666667,62.6666666666667,1876.66666666667,157.033333333333,3446.23333333333,8,11.6666666666667,7.66666666666667,6.33333333333333,5,13.6666666666667,15.3333333333333,8,7,20.6666666666667,22,15,5,137.333333333333
"12","K4",33720.2333333333,2.33333333333333,422.9,1.3,14,3238.5,9.56666666666667,56.3333333333333,18879.9666666667,56.4333333333333,75.6666666666667,23047.7333333333,64,2943.63333333333,421.833333333333,6783.5,12.3333333333333,10,8.33333333333333,4,15,8.33333333333333,30.6666666666667,13,9.33333333333333,10,9,31,4.66666666666667,153.333333333333
"13","K6",69745.6333333333,0.333333333333333,189.2,0.266666666666667,18.3333333333333,5619.73333333333,7.83333333333333,66.3333333333333,55149.2666666667,79.2,85.3333333333333,60991.5666666667,66,1775.1,214.2,7335.26666666667,30,3.66666666666667,0.333333333333333,0,9.33333333333333,1.33333333333333,11.6666666666667,9,2.33333333333333,2.33333333333333,3.33333333333333,10.3333333333333,0.333333333333333,54
"14","K7",17782.9333333333,0,0,0,8.66666666666667,2615.2,15.4666666666667,28.3333333333333,12262.3,69.8,37,14877.5,36,851.533333333333,58.8,2052.66666666667,2.33333333333333,1.33333333333333,0,0,4.33333333333333,1.33333333333333,0.666666666666667,4.33333333333333,0,0,0,0.666666666666667,0,12.6666666666667
"15","K8",39065.9,10.6666666666667,4144.03333333333,11.6666666666667,23,12534.2666666667,27.4666666666667,29,15415.6,43.8,67,33869.8333333333,66,1760.9,141.433333333333,2352.93333333333,3.33333333333333,12.6666666666667,16.3333333333333,4.66666666666667,5.33333333333333,13.3333333333333,4.66666666666667,6.33333333333333,15.3333333333333,10.3333333333333,10.3333333333333,4.66666666666667,5,109
"16","L159",110222.333333333,5.33333333333333,3383.33333333333,2.93333333333333,35.3333333333333,16042.4666666667,13.9666666666667,66,76875.2,72.4333333333333,124,100885.1,98,2532.7,171.966666666667,5452.33333333333,29.6666666666667,37.3333333333333,37.3333333333333,9.33333333333333,15.6666666666667,36,31.6666666666667,15.3333333333333,39,13.6666666666667,14.3333333333333,31,9.33333333333333,290
"17","S101",63134.6,1,779,1.33333333333333,49.3333333333333,17100.9666666667,29.0666666666667,57.3333333333333,37567.5333333333,57.2666666666667,108.666666666667,55670.1,103.333333333333,3370.23333333333,191.333333333333,4598.53333333333,10,10,7.33333333333333,0.666666666666667,10,7.33333333333333,7.66666666666667,8,9.66666666666667,3.33333333333333,3.66666666666667,7,1,75.6666666666667
"18","S93",150150.966666667,21,8470.13333333333,6.03333333333333,120.333333333333,53070.8333333333,39.2666666666667,67.6666666666667,26686.2666666667,17.2,215.333333333333,91234.6333333333,203,11780.3333333333,1614.9,13819.2666666667,36.3333333333333,28.3333333333333,25,10.6666666666667,23.6666666666667,31,24.6666666666667,24,26.6666666666667,35,36,27.6666666666667,6.33333333333333,299
